tick,hour,alive_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,weather,hole_drinkers,hole_capacity,hole_utilization_pct
33,9,20,16,4,4,83.7,6.8,DROUGHT,3,8,37.5
34,10,20,16,4,4,83.9,7.2,DROUGHT,6,8,75.0
35,11,4,3,1,2,20.8,11.5,DROUGHT,2,8,25.0
36,12,4,3,1,2,12.2,12.5,DROUGHT,2,8,25.0
37,13,4,3,1,2,8.0,13.5,DROUGHT,1,8,12.5
38,14,4,3,1,2,9.0,13.0,DROUGHT,0,8,0.0
39,15,4,3,1,2,13.0,13.8,DROUGHT,0,8,0.0
40,16,4,3,1,2,17.0,14.5,DROUGHT,0,8,0.0
41,17,4,3,1,2,19.0,15.2,CLEAR,0,8,0.0
42,18,4,3,1,2,21.0,10.8,CLEAR,0,8,0.0
43,19,4,3,1,2,23.0,11.2,CLEAR,0,8,0.0
44,20,4,3,1,2,25.0,11.8,CLEAR,0,8,0.0
45,21,4,3,1,2,27.0,12.2,CLEAR,0,8,0.0
46,22,4,3,1,2,29.0,12.8,CLEAR,0,8,0.0
47,23,4,3,1,2,31.0,13.2,CLEAR,0,8,0.0
48,0,4,3,1,2,33.0,13.8,CLEAR,0,8,0.0
49,1,4,3,1,2,35.0,14.2,CLEAR,0,8,0.0
50,2,4,3,1,2,37.0,14.8,CLEAR,0,8,0.0
51,3,4,3,1,2,39.0,15.2,CLEAR,0,8,0.0
52,4,4,3,1,2,41.0,15.8,CLEAR,0,8,0.0
53,5,4,3,1,2,43.0,16.2,CLEAR,0,8,0.0
54,6,4,3,1,2,45.0,14.0,CLEAR,0,8,0.0
55,7,4,3,1,2,47.0,14.8,CLEAR,0,8,0.0
56,8,4,3,1,2,49.0,15.5,CLEAR,0,8,0.0
57,9,4,3,1,2,51.0,16.2,CLEAR,0,8,0.0
58,10,4,3,1,2,53.0,17.0,CLEAR,0,8,0.0
59,11,4,3,1,2,55.0,17.8,CLEAR,0,8,0.0
60,12,4,3,1,2,57.0,18.5,CLEAR,0,8,0.0
61,13,3,2,1,1,64.0,2.7,DROUGHT,0,8,0.0
62,14,3,2,1,1,68.0,3.3,DROUGHT,0,8,0.0
63,15,3,2,1,1,72.0,4.0,DROUGHT,0,8,0.0
64,16,3,2,1,1,76.0,4.7,DROUGHT,1,8,12.5
65,17,3,2,1,1,71.7,1.3,DROUGHT,1,8,12.5
66,18,3,2,1,1,67.3,2.0,DROUGHT,1,8,12.5
67,19,3,2,1,1,63.0,2.7,DROUGHT,1,8,12.5
68,20,2,1,1,0,42.0,5.0,DROUGHT,0,8,0.0
69,21,2,1,1,0,46.0,4.0,DROUGHT,0,8,0.0
70,22,2,1,1,0,50.0,4.5,DROUGHT,0,8,0.0
71,23,2,1,1,0,54.0,5.0,DROUGHT,1,8,12.5
72,0,1,0,1,0,16.0,11.0,DROUGHT,0,8,0.0
73,1,1,0,1,0,20.0,12.0,DROUGHT,0,8,0.0
74,2,1,0,1,0,24.0,13.0,DROUGHT,0,8,0.0
75,3,1,0,1,0,28.0,14.0,DROUGHT,0,8,0.0
76,4,1,0,1,0,32.0,15.0,DROUGHT,0,8,0.0
77,5,1,0,1,0,36.0,16.0,DROUGHT,0,8,0.0
78,6,1,0,1,0,40.0,17.0,DROUGHT,0,8,0.0
79,7,1,0,1,0,44.0,18.0,DROUGHT,0,8,0.0
80,8,1,0,1,0,48.0,19.0,DROUGHT,0,8,0.0
81,9,1,0,1,0,50.0,20.0,CLEAR,0,8,0.0
82,10,1,0,1,0,52.0,21.0,CLEAR,0,8,0.0
83,11,1,0,1,0,54.0,22.0,CLEAR,0,8,0.0
84,12,1,0,1,0,56.0,23.0,CLEAR,0,8,0.0
85,13,1,0,1,0,58.0,24.0,CLEAR,0,8,0.0
86,14,1,0,1,0,60.0,25.0,CLEAR,0,8,0.0
87,15,1,0,1,0,62.0,26.0,CLEAR,0,8,0.0
88,16,1,0,1,0,64.0,27.0,CLEAR,0,8,0.0
89,17,1,0,1,0,66.0,28.0,CLEAR,0,8,0.0
90,18,1,0,1,0,68.0,29.0,CLEAR,0,8,0.0
91,19,1,0,1,0,70.0,30.0,CLEAR,0,8,0.0
92,20,1,0,1,0,72.0,31.0,CLEAR,0,8,0.0
93,21,1,0,1,0,74.0,32.0,CLEAR,0,8,0.0
94,22,1,0,1,0,76.0,33.0,CLEAR,0,8,0.0
95,23,1,0,1,0,78.0,34.0,CLEAR,0,8,0.0
96,0,1,0,1,0,80.0,35.0,CLEAR,0,8,0.0
97,1,1,0,1,0,82.0,36.0,CLEAR,0,8,0.0
98,2,1,0,1,0,84.0,37.0,CLEAR,0,8,0.0
99,3,1,0,1,0,86.0,38.0,CLEAR,0,8,0.0
100,4,1,0,1,0,88.0,39.0,CLEAR,0,8,0.0
101,5,1,0,1,0,92.0,40.0,DROUGHT,0,8,0.0
102,6,1,0,1,0,96.0,41.0,DROUGHT,0,8,0.0
103,7,0,0,0,0,0,0,DROUGHT,0,8,0.0
104,8,0,0,0,0,0,0,DROUGHT,0,8,0.0
105,9,0,0,0,0,0,0,DROUGHT,0,8,0.0
106,10,0,0,0,0,0,0,DROUGHT,0,8,0.0
107,11,0,0,0,0,0,0,DROUGHT,0,8,0.0
108,12,0,0,0,0,0,0,DROUGHT,0,8,0.0
109,13,0,0,0,0,0,0,DROUGHT,0,8,0.0
110,14,0,0,0,0,0,0,DROUGHT,0,8,0.0
111,15,0,0,0,0,0,0,DROUGHT,0,8,0.0
112,16,0,0,0,0,0,0,DROUGHT,0,8,0.0
113,17,0,0,0,0,0,0,DROUGHT,0,8,0.0
114,18,0,0,0,0,0,0,DROUGHT,0,8,0.0
115,19,0,0,0,0,0,0,DROUGHT,0,8,0.0
116,20,0,0,0,0,0,0,DROUGHT,0,8,0.0
117,21,0,0,0,0,0,0,DROUGHT,0,8,0.0
118,22,0,0,0,0,0,0,DROUGHT,0,8,0.0
119,23,0,0,0,0,0,0,DROUGHT,0,8,0.0
