tick,hour,alive_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,weather,hole_drinkers,hole_capacity,hole_utilization_pct
33,9,20,16,4,4,88.2,6.6,DROUGHT,4,8,50.0
34,10,20,16,4,4,87.2,6.9,DROUGHT,8,8,100.0
35,11,4,2,2,0,31.2,18.5,DROUGHT,3,8,37.5
36,12,4,2,2,0,16.5,19.5,DROUGHT,3,8,37.5
37,13,4,2,2,0,6.0,20.5,DROUGHT,2,8,25.0
38,14,4,2,2,0,4.0,21.5,DROUGHT,0,8,0.0
39,15,4,2,2,0,8.0,19.5,DROUGHT,0,8,0.0
40,16,4,2,2,0,12.0,20.0,DROUGHT,0,8,0.0
41,17,4,2,2,0,15.0,21.5,STORM,0,8,0.0
42,18,4,2,2,0,18.0,24.5,STORM,0,8,0.0
43,19,4,2,2,0,21.0,27.5,STORM,0,8,0.0
44,20,4,2,2,0,24.0,30.5,STORM,0,8,0.0
45,21,4,2,2,0,27.0,33.5,STORM,0,8,0.0
46,22,4,2,2,0,30.0,36.5,STORM,0,8,0.0
47,23,3,1,2,0,34.3,26.3,STORM,0,8,0.0
48,0,3,1,2,0,37.3,29.3,STORM,0,8,0.0
49,1,3,1,2,0,40.3,32.3,STORM,0,8,0.0
50,2,3,1,2,0,43.3,35.3,STORM,0,8,0.0
51,3,3,1,2,0,46.3,38.3,STORM,0,8,0.0
52,4,3,1,2,0,49.3,41.3,STORM,0,8,0.0
53,5,3,1,2,0,52.3,44.3,STORM,0,8,0.0
54,6,3,1,2,0,55.3,34.3,STORM,0,8,0.0
55,7,3,1,2,0,58.3,36.3,STORM,0,8,0.0
56,8,3,1,2,0,61.3,38.3,STORM,0,8,0.0
57,9,3,1,2,0,64.3,40.3,STORM,0,8,0.0
58,10,3,1,2,0,67.3,42.3,STORM,1,8,12.5
59,11,3,1,2,0,62.0,44.3,STORM,1,8,12.5
60,12,2,1,1,0,70.0,19.5,STORM,0,8,0.0
61,13,2,1,1,0,72.0,20.0,CLEAR,0,8,0.0
62,14,2,1,1,0,74.0,20.5,CLEAR,0,8,0.0
63,15,2,1,1,0,76.0,21.0,CLEAR,0,8,0.0
64,16,2,1,1,0,78.0,21.5,CLEAR,0,8,0.0
65,17,2,1,1,0,80.0,22.0,CLEAR,1,8,12.5
66,18,2,1,1,0,69.5,23.0,CLEAR,1,8,12.5
67,19,2,1,1,0,59.0,24.0,CLEAR,1,8,12.5
68,20,2,1,1,0,48.5,25.0,CLEAR,1,8,12.5
69,21,2,1,1,0,45.0,26.0,CLEAR,1,8,12.5
70,22,2,1,1,0,34.5,27.0,CLEAR,1,8,12.5
71,23,2,1,1,0,24.0,28.0,CLEAR,1,8,12.5
72,0,2,1,1,0,13.5,29.0,CLEAR,1,8,12.5
73,1,2,1,1,0,4.0,30.0,CLEAR,0,8,0.0
74,2,2,1,1,0,6.0,31.0,CLEAR,0,8,0.0
75,3,2,1,1,0,8.0,32.0,CLEAR,0,8,0.0
76,4,2,1,1,0,10.0,33.0,CLEAR,0,8,0.0
77,5,2,1,1,0,12.0,34.0,CLEAR,0,8,0.0
78,6,2,1,1,0,14.0,28.5,CLEAR,0,8,0.0
79,7,2,1,1,0,16.0,29.0,CLEAR,0,8,0.0
80,8,2,1,1,0,18.0,29.5,CLEAR,0,8,0.0
81,9,2,1,1,0,19.0,30.0,RAIN,0,8,0.0
82,10,2,1,1,0,20.0,30.5,RAIN,0,8,0.0
83,11,2,1,1,0,21.0,31.0,RAIN,0,8,0.0
84,12,2,1,1,0,22.0,31.5,RAIN,0,8,0.0
85,13,2,1,1,0,23.0,32.0,RAIN,0,8,0.0
86,14,2,1,1,0,24.0,32.5,RAIN,0,8,0.0
87,15,2,1,1,0,25.0,33.0,RAIN,0,8,0.0
88,16,2,1,1,0,26.0,33.5,RAIN,0,8,0.0
89,17,2,1,1,0,27.0,34.0,RAIN,0,8,0.0
90,18,2,1,1,0,28.0,35.0,RAIN,0,8,0.0
91,19,2,1,1,0,29.0,36.0,RAIN,0,8,0.0
92,20,2,1,1,0,30.0,37.0,RAIN,0,8,0.0
93,21,2,1,1,0,31.0,38.0,RAIN,0,8,0.0
94,22,2,1,1,0,32.0,39.0,RAIN,0,8,0.0
95,23,2,1,1,0,33.0,40.0,RAIN,0,8,0.0
96,0,2,1,1,0,34.0,41.0,RAIN,0,8,0.0
97,1,2,1,1,0,35.0,42.0,RAIN,0,8,0.0
98,2,1,0,1,0,32.0,0.0,RAIN,0,8,0.0
99,3,1,0,1,0,33.0,1.0,RAIN,0,8,0.0
100,4,1,0,1,0,34.0,2.0,RAIN,0,8,0.0
101,5,1,0,1,0,37.0,5.0,STORM,0,8,0.0
102,6,1,0,1,0,40.0,8.0,STORM,0,8,0.0
103,7,1,0,1,0,43.0,11.0,STORM,0,8,0.0
104,8,1,0,1,0,46.0,14.0,STORM,0,8,0.0
105,9,1,0,1,0,49.0,17.0,STORM,0,8,0.0
106,10,1,0,1,0,52.0,20.0,STORM,0,8,0.0
107,11,1,0,1,0,55.0,23.0,STORM,0,8,0.0
108,12,1,0,1,0,58.0,26.0,STORM,0,8,0.0
109,13,1,0,1,0,61.0,29.0,STORM,0,8,0.0
110,14,1,0,1,0,64.0,32.0,STORM,0,8,0.0
111,15,1,0,1,0,67.0,35.0,STORM,0,8,0.0
112,16,1,0,1,0,70.0,38.0,STORM,0,8,0.0
113,17,1,0,1,0,73.0,41.0,STORM,0,8,0.0
114,18,1,0,1,0,76.0,44.0,STORM,0,8,0.0
115,19,1,0,1,0,79.0,47.0,STORM,0,8,0.0
116,20,1,0,1,0,82.0,50.0,STORM,0,8,0.0
117,21,1,0,1,0,85.0,53.0,STORM,0,8,0.0
118,22,1,0,1,0,88.0,56.0,STORM,0,8,0.0
119,23,1,0,1,0,91.0,59.0,STORM,0,8,0.0
120,0,1,0,1,0,94.0,62.0,STORM,1,8,12.5
121,1,1,0,1,0,73.0,63.0,DROUGHT,1,8,12.5
122,2,1,0,1,0,52.0,64.0,DROUGHT,1,8,12.5
123,3,1,0,1,0,31.0,65.0,DROUGHT,1,8,12.5
124,4,1,0,1,0,10.0,66.0,DROUGHT,1,8,12.5
125,5,1,0,1,0,0.0,67.0,DROUGHT,0,8,0.0
126,6,1,0,1,0,4.0,68.0,DROUGHT,0,8,0.0
127,7,1,0,1,0,8.0,69.0,DROUGHT,0,8,0.0
128,8,1,0,1,0,12.0,70.0,DROUGHT,0,8,0.0
129,9,1,0,1,0,16.0,71.0,DROUGHT,0,8,0.0
130,10,1,0,1,0,20.0,72.0,DROUGHT,0,8,0.0
131,11,1,0,1,0,24.0,73.0,DROUGHT,0,8,0.0
132,12,1,0,1,0,28.0,74.0,DROUGHT,0,8,0.0
133,13,1,0,1,0,32.0,75.0,DROUGHT,0,8,0.0
134,14,1,0,1,0,36.0,76.0,DROUGHT,0,8,0.0
135,15,1,0,1,0,40.0,77.0,DROUGHT,0,8,0.0
136,16,1,0,1,0,44.0,78.0,DROUGHT,0,8,0.0
137,17,1,0,1,0,48.0,79.0,DROUGHT,0,8,0.0
138,18,1,0,1,0,52.0,80.0,DROUGHT,0,8,0.0
139,19,1,0,1,0,56.0,81.0,DROUGHT,0,8,0.0
140,20,1,0,1,0,60.0,82.0,DROUGHT,0,8,0.0
141,21,1,0,1,0,61.0,83.0,RAIN,0,8,0.0
142,22,1,0,1,0,62.0,84.0,RAIN,0,8,0.0
143,23,1,0,1,0,63.0,85.0,RAIN,0,8,0.0
144,0,1,0,1,0,64.0,86.0,RAIN,0,8,0.0
145,1,1,0,1,0,65.0,87.0,RAIN,0,8,0.0
146,2,1,0,1,0,66.0,88.0,RAIN,0,8,0.0
147,3,1,0,1,0,67.0,89.0,RAIN,0,8,0.0
148,4,1,0,1,0,68.0,90.0,RAIN,0,8,0.0
149,5,1,0,1,0,69.0,91.0,RAIN,0,8,0.0
