tick,hour,alive_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,weather,hole_drinkers,hole_capacity,hole_utilization_pct
34,10,20,16,4,4,54.0,7.8,RAIN,0,8,0.0
35,11,20,16,4,4,55.0,8.2,RAIN,0,8,0.0
36,12,20,16,4,4,56.0,8.6,RAIN,0,8,0.0
37,13,20,16,4,4,57.0,9.0,RAIN,0,8,0.0
38,14,20,16,4,4,58.0,9.4,RAIN,0,8,0.0
39,15,20,16,4,4,59.0,9.8,RAIN,0,8,0.0
40,16,20,16,4,4,60.0,10.2,RAIN,0,8,0.0
41,17,20,16,4,4,64.0,10.6,DROUGHT,0,8,0.0
42,18,20,16,4,4,68.0,9.0,DROUGHT,0,8,0.0
43,19,20,16,4,4,72.0,9.8,DROUGHT,0,8,0.0
44,20,20,16,4,4,76.0,10.6,DROUGHT,0,8,0.0
45,21,20,16,4,4,80.0,11.4,DROUGHT,0,8,0.0
46,22,20,16,4,4,84.0,12.2,DROUGHT,0,8,0.0
47,23,20,16,4,4,88.0,9.4,DROUGHT,0,8,0.0
48,0,20,16,4,4,92.0,9.6,DROUGHT,1,8,12.5
49,1,20,16,4,4,94.8,9.8,DROUGHT,3,8,37.5
50,2,1,0,1,0,50.0,50.0,DROUGHT,1,8,12.5
51,3,1,0,1,0,29.0,51.0,DROUGHT,1,8,12.5
52,4,1,0,1,0,8.0,52.0,DROUGHT,1,8,12.5
53,5,1,0,1,0,0.0,53.0,DROUGHT,0,8,0.0
54,6,1,0,1,0,4.0,54.0,DROUGHT,0,8,0.0
55,7,1,0,1,0,8.0,55.0,DROUGHT,0,8,0.0
56,8,1,0,1,0,12.0,56.0,DROUGHT,0,8,0.0
57,9,1,0,1,0,16.0,57.0,DROUGHT,0,8,0.0
58,10,1,0,1,0,20.0,58.0,DROUGHT,0,8,0.0
59,11,1,0,1,0,24.0,59.0,DROUGHT,0,8,0.0
60,12,1,0,1,0,28.0,60.0,DROUGHT,0,8,0.0
61,13,1,0,1,0,30.0,61.0,CLEAR,0,8,0.0
62,14,1,0,1,0,32.0,62.0,CLEAR,0,8,0.0
63,15,1,0,1,0,34.0,63.0,CLEAR,0,8,0.0
64,16,1,0,1,0,36.0,64.0,CLEAR,0,8,0.0
65,17,1,0,1,0,38.0,65.0,CLEAR,0,8,0.0
66,18,1,0,1,0,40.0,66.0,CLEAR,0,8,0.0
67,19,1,0,1,0,42.0,67.0,CLEAR,0,8,0.0
68,20,1,0,1,0,44.0,68.0,CLEAR,0,8,0.0
69,21,1,0,1,0,46.0,69.0,CLEAR,0,8,0.0
70,22,1,0,1,0,48.0,70.0,CLEAR,0,8,0.0
71,23,1,0,1,0,50.0,71.0,CLEAR,0,8,0.0
72,0,1,0,1,0,52.0,72.0,CLEAR,0,8,0.0
73,1,1,0,1,0,54.0,73.0,CLEAR,0,8,0.0
74,2,1,0,1,0,56.0,74.0,CLEAR,0,8,0.0
75,3,1,0,1,0,58.0,75.0,CLEAR,0,8,0.0
76,4,1,0,1,0,60.0,76.0,CLEAR,0,8,0.0
77,5,1,0,1,0,62.0,77.0,CLEAR,0,8,0.0
78,6,1,0,1,0,64.0,78.0,CLEAR,0,8,0.0
79,7,1,0,1,0,66.0,79.0,CLEAR,0,8,0.0
80,8,1,0,1,0,68.0,80.0,CLEAR,0,8,0.0
81,9,1,0,1,0,71.0,83.0,STORM,0,8,0.0
82,10,1,0,1,0,74.0,86.0,STORM,0,8,0.0
83,11,1,0,1,0,77.0,89.0,STORM,1,8,12.5
84,12,1,0,1,0,55.0,92.0,STORM,1,8,12.5
85,13,1,0,1,0,33.0,95.0,STORM,1,8,12.5
86,14,1,0,1,0,11.0,98.0,STORM,1,8,12.5
87,15,0,0,0,0,0,0,STORM,0,8,0.0
88,16,0,0,0,0,0,0,STORM,0,8,0.0
89,17,0,0,0,0,0,0,STORM,0,8,0.0
90,18,0,0,0,0,0,0,STORM,0,8,0.0
91,19,0,0,0,0,0,0,STORM,0,8,0.0
92,20,0,0,0,0,0,0,STORM,0,8,0.0
93,21,0,0,0,0,0,0,STORM,0,8,0.0
94,22,0,0,0,0,0,0,STORM,0,8,0.0
95,23,0,0,0,0,0,0,STORM,0,8,0.0
96,0,0,0,0,0,0,0,STORM,0,8,0.0
97,1,0,0,0,0,0,0,STORM,0,8,0.0
98,2,0,0,0,0,0,0,STORM,0,8,0.0
99,3,0,0,0,0,0,0,STORM,0,8,0.0
100,4,0,0,0,0,0,0,STORM,0,8,0.0
101,5,0,0,0,0,0,0,DROUGHT,0,8,0.0
102,6,0,0,0,0,0,0,DROUGHT,0,8,0.0
103,7,0,0,0,0,0,0,DROUGHT,0,8,0.0
104,8,0,0,0,0,0,0,DROUGHT,0,8,0.0
105,9,0,0,0,0,0,0,DROUGHT,0,8,0.0
106,10,0,0,0,0,0,0,DROUGHT,0,8,0.0
107,11,0,0,0,0,0,0,DROUGHT,0,8,0.0
108,12,0,0,0,0,0,0,DROUGHT,0,8,0.0
109,13,0,0,0,0,0,0,DROUGHT,0,8,0.0
110,14,0,0,0,0,0,0,DROUGHT,0,8,0.0
111,15,0,0,0,0,0,0,DROUGHT,0,8,0.0
112,16,0,0,0,0,0,0,DROUGHT,0,8,0.0
113,17,0,0,0,0,0,0,DROUGHT,0,8,0.0
114,18,0,0,0,0,0,0,DROUGHT,0,8,0.0
115,19,0,0,0,0,0,0,DROUGHT,0,8,0.0
116,20,0,0,0,0,0,0,DROUGHT,0,8,0.0
117,21,0,0,0,0,0,0,DROUGHT,0,8,0.0
118,22,0,0,0,0,0,0,DROUGHT,0,8,0.0
119,23,0,0,0,0,0,0,DROUGHT,0,8,0.0
120,0,0,0,0,0,0,0,DROUGHT,0,8,0.0
121,1,0,0,0,0,0,0,CLEAR,0,8,0.0
122,2,0,0,0,0,0,0,CLEAR,0,8,0.0
123,3,0,0,0,0,0,0,CLEAR,0,8,0.0
124,4,0,0,0,0,0,0,CLEAR,0,8,0.0
125,5,0,0,0,0,0,0,CLEAR,0,8,0.0
126,6,0,0,0,0,0,0,CLEAR,0,8,0.0
127,7,0,0,0,0,0,0,CLEAR,0,8,0.0
128,8,0,0,0,0,0,0,CLEAR,0,8,0.0
129,9,0,0,0,0,0,0,CLEAR,0,8,0.0
130,10,0,0,0,0,0,0,CLEAR,0,8,0.0
131,11,0,0,0,0,0,0,CLEAR,0,8,0.0
132,12,0,0,0,0,0,0,CLEAR,0,8,0.0
133,13,0,0,0,0,0,0,CLEAR,0,8,0.0
134,14,0,0,0,0,0,0,CLEAR,0,8,0.0
135,15,0,0,0,0,0,0,CLEAR,0,8,0.0
136,16,0,0,0,0,0,0,CLEAR,0,8,0.0
137,17,0,0,0,0,0,0,CLEAR,0,8,0.0
138,18,0,0,0,0,0,0,CLEAR,0,8,0.0
139,19,0,0,0,0,0,0,CLEAR,0,8,0.0
140,20,0,0,0,0,0,0,CLEAR,0,8,0.0
141,21,0,0,0,0,0,0,DROUGHT,0,8,0.0
142,22,0,0,0,0,0,0,DROUGHT,0,8,0.0
143,23,0,0,0,0,0,0,DROUGHT,0,8,0.0
144,0,0,0,0,0,0,0,DROUGHT,0,8,0.0
145,1,0,0,0,0,0,0,DROUGHT,0,8,0.0
146,2,0,0,0,0,0,0,DROUGHT,0,8,0.0
147,3,0,0,0,0,0,0,DROUGHT,0,8,0.0
148,4,0,0,0,0,0,0,DROUGHT,0,8,0.0
149,5,0,0,0,0,0,0,DROUGHT,0,8,0.0
150,6,0,0,0,0,0,0,DROUGHT,0,8,0.0
151,7,0,0,0,0,0,0,DROUGHT,0,8,0.0
152,8,0,0,0,0,0,0,DROUGHT,0,8,0.0
153,9,0,0,0,0,0,0,DROUGHT,0,8,0.0
154,10,0,0,0,0,0,0,DROUGHT,0,8,0.0
155,11,0,0,0,0,0,0,DROUGHT,0,8,0.0
156,12,0,0,0,0,0,0,DROUGHT,0,8,0.0
157,13,0,0,0,0,0,0,DROUGHT,0,8,0.0
158,14,0,0,0,0,0,0,DROUGHT,0,8,0.0
159,15,0,0,0,0,0,0,DROUGHT,0,8,0.0
160,16,0,0,0,0,0,0,DROUGHT,0,8,0.0
161,17,0,0,0,0,0,0,STORM,0,8,0.0
162,18,0,0,0,0,0,0,STORM,0,8,0.0
163,19,0,0,0,0,0,0,STORM,0,8,0.0
164,20,0,0,0,0,0,0,STORM,0,8,0.0
165,21,0,0,0,0,0,0,STORM,0,8,0.0
166,22,0,0,0,0,0,0,STORM,0,8,0.0
167,23,0,0,0,0,0,0,STORM,0,8,0.0
