tick,hour,alive_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,weather,hole_drinkers,hole_capacity,hole_utilization_pct
33,9,20,16,4,4,89.5,6.6,DROUGHT,4,8,50.0
34,10,20,16,4,4,88.5,6.8,DROUGHT,8,8,100.0
35,11,4,1,3,1,37.5,26.8,DROUGHT,3,8,37.5
36,12,4,1,3,1,22.8,27.8,DROUGHT,3,8,37.5
37,13,4,1,3,1,8.0,28.8,DROUGHT,3,8,37.5
38,14,4,1,3,1,3.0,29.8,DROUGHT,0,8,0.0
39,15,4,1,3,1,7.0,30.8,DROUGHT,0,8,0.0
40,16,4,1,3,1,11.0,31.8,DROUGHT,0,8,0.0
41,17,4,1,3,1,13.0,32.8,CLEAR,0,8,0.0
42,18,4,1,3,1,15.0,31.5,CLEAR,0,8,0.0
43,19,4,1,3,1,17.0,32.2,CLEAR,0,8,0.0
44,20,4,1,3,1,19.0,33.0,CLEAR,0,8,0.0
45,21,4,1,3,1,21.0,33.8,CLEAR,0,8,0.0
46,22,4,1,3,1,23.0,34.5,CLEAR,0,8,0.0
47,23,4,1,3,1,25.0,35.2,CLEAR,0,8,0.0
48,0,4,1,3,1,27.0,36.0,CLEAR,0,8,0.0
49,1,4,1,3,1,29.0,36.8,CLEAR,0,8,0.0
50,2,4,1,3,1,31.0,37.5,CLEAR,0,8,0.0
51,3,4,1,3,1,33.0,38.2,CLEAR,0,8,0.0
52,4,4,1,3,1,35.0,39.0,CLEAR,0,8,0.0
53,5,4,1,3,1,37.0,39.8,CLEAR,0,8,0.0
54,6,4,1,3,1,39.0,40.8,CLEAR,0,8,0.0
55,7,4,1,3,1,41.0,41.8,CLEAR,0,8,0.0
56,8,4,1,3,1,43.0,42.8,CLEAR,0,8,0.0
57,9,4,1,3,1,45.0,43.8,CLEAR,0,8,0.0
58,10,4,1,3,1,47.0,44.8,CLEAR,0,8,0.0
59,11,4,1,3,1,49.0,45.8,CLEAR,0,8,0.0
60,12,4,1,3,1,51.0,46.8,CLEAR,0,8,0.0
61,13,4,1,3,1,55.0,47.8,DROUGHT,0,8,0.0
62,14,4,1,3,1,59.0,48.8,DROUGHT,0,8,0.0
63,15,4,1,3,1,63.0,49.8,DROUGHT,0,8,0.0
64,16,4,1,3,1,67.0,50.8,DROUGHT,0,8,0.0
65,17,4,1,3,1,71.0,51.8,DROUGHT,0,8,0.0
66,18,4,1,3,1,75.0,49.5,DROUGHT,0,8,0.0
67,19,4,1,3,1,79.0,50.2,DROUGHT,0,8,0.0
68,20,4,1,3,1,83.0,51.0,DROUGHT,1,8,12.5
69,21,4,1,3,1,80.8,51.8,DROUGHT,1,8,12.5
70,22,4,1,3,1,78.5,52.5,DROUGHT,1,8,12.5
71,23,4,1,3,1,76.2,53.2,DROUGHT,1,8,12.5
72,0,4,1,3,1,74.0,54.0,DROUGHT,2,8,25.0
73,1,1,0,1,0,0.0,73.0,DROUGHT,0,8,0.0
74,2,1,0,1,0,4.0,74.0,DROUGHT,0,8,0.0
75,3,1,0,1,0,8.0,75.0,DROUGHT,0,8,0.0
76,4,1,0,1,0,12.0,76.0,DROUGHT,0,8,0.0
77,5,1,0,1,0,16.0,77.0,DROUGHT,0,8,0.0
78,6,1,0,1,0,20.0,78.0,DROUGHT,0,8,0.0
79,7,1,0,1,0,24.0,79.0,DROUGHT,0,8,0.0
80,8,1,0,1,0,28.0,80.0,DROUGHT,0,8,0.0
81,9,1,0,1,0,31.0,83.0,STORM,0,8,0.0
82,10,1,0,1,0,34.0,86.0,STORM,0,8,0.0
83,11,1,0,1,0,37.0,89.0,STORM,0,8,0.0
84,12,1,0,1,0,40.0,92.0,STORM,0,8,0.0
85,13,1,0,1,0,43.0,95.0,STORM,0,8,0.0
86,14,1,0,1,0,46.0,98.0,STORM,0,8,0.0
87,15,0,0,0,0,0,0,STORM,0,8,0.0
88,16,0,0,0,0,0,0,STORM,0,8,0.0
89,17,0,0,0,0,0,0,STORM,0,8,0.0
90,18,0,0,0,0,0,0,STORM,0,8,0.0
91,19,0,0,0,0,0,0,STORM,0,8,0.0
92,20,0,0,0,0,0,0,STORM,0,8,0.0
93,21,0,0,0,0,0,0,STORM,0,8,0.0
94,22,0,0,0,0,0,0,STORM,0,8,0.0
95,23,0,0,0,0,0,0,STORM,0,8,0.0
96,0,0,0,0,0,0,0,STORM,0,8,0.0
97,1,0,0,0,0,0,0,STORM,0,8,0.0
98,2,0,0,0,0,0,0,STORM,0,8,0.0
99,3,0,0,0,0,0,0,STORM,0,8,0.0
100,4,0,0,0,0,0,0,STORM,0,8,0.0
101,5,0,0,0,0,0,0,DROUGHT,0,8,0.0
102,6,0,0,0,0,0,0,DROUGHT,0,8,0.0
103,7,0,0,0,0,0,0,DROUGHT,0,8,0.0
104,8,0,0,0,0,0,0,DROUGHT,0,8,0.0
105,9,0,0,0,0,0,0,DROUGHT,0,8,0.0
106,10,0,0,0,0,0,0,DROUGHT,0,8,0.0
107,11,0,0,0,0,0,0,DROUGHT,0,8,0.0
108,12,0,0,0,0,0,0,DROUGHT,0,8,0.0
109,13,0,0,0,0,0,0,DROUGHT,0,8,0.0
110,14,0,0,0,0,0,0,DROUGHT,0,8,0.0
111,15,0,0,0,0,0,0,DROUGHT,0,8,0.0
112,16,0,0,0,0,0,0,DROUGHT,0,8,0.0
113,17,0,0,0,0,0,0,DROUGHT,0,8,0.0
114,18,0,0,0,0,0,0,DROUGHT,0,8,0.0
115,19,0,0,0,0,0,0,DROUGHT,0,8,0.0
116,20,0,0,0,0,0,0,DROUGHT,0,8,0.0
117,21,0,0,0,0,0,0,DROUGHT,0,8,0.0
118,22,0,0,0,0,0,0,DROUGHT,0,8,0.0
119,23,0,0,0,0,0,0,DROUGHT,0,8,0.0
120,0,0,0,0,0,0,0,DROUGHT,0,8,0.0
121,1,0,0,0,0,0,0,CLEAR,0,8,0.0
122,2,0,0,0,0,0,0,CLEAR,0,8,0.0
123,3,0,0,0,0,0,0,CLEAR,0,8,0.0
124,4,0,0,0,0,0,0,CLEAR,0,8,0.0
125,5,0,0,0,0,0,0,CLEAR,0,8,0.0
126,6,0,0,0,0,0,0,CLEAR,0,8,0.0
127,7,0,0,0,0,0,0,CLEAR,0,8,0.0
128,8,0,0,0,0,0,0,CLEAR,0,8,0.0
129,9,0,0,0,0,0,0,CLEAR,0,8,0.0
130,10,0,0,0,0,0,0,CLEAR,0,8,0.0
131,11,0,0,0,0,0,0,CLEAR,0,8,0.0
132,12,0,0,0,0,0,0,CLEAR,0,8,0.0
133,13,0,0,0,0,0,0,CLEAR,0,8,0.0
134,14,0,0,0,0,0,0,CLEAR,0,8,0.0
135,15,0,0,0,0,0,0,CLEAR,0,8,0.0
136,16,0,0,0,0,0,0,CLEAR,0,8,0.0
137,17,0,0,0,0,0,0,CLEAR,0,8,0.0
138,18,0,0,0,0,0,0,CLEAR,0,8,0.0
139,19,0,0,0,0,0,0,CLEAR,0,8,0.0
140,20,0,0,0,0,0,0,CLEAR,0,8,0.0
141,21,0,0,0,0,0,0,RAIN,0,8,0.0
142,22,0,0,0,0,0,0,RAIN,0,8,0.0
143,23,0,0,0,0,0,0,RAIN,0,8,0.0
144,0,0,0,0,0,0,0,RAIN,0,8,0.0
145,1,0,0,0,0,0,0,RAIN,0,8,0.0
146,2,0,0,0,0,0,0,RAIN,0,8,0.0
147,3,0,0,0,0,0,0,RAIN,0,8,0.0
148,4,0,0,0,0,0,0,RAIN,0,8,0.0
