tick,hour,alive_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,weather,hole_drinkers,hole_capacity,hole_utilization_pct
34,10,20,16,4,4,77.0,15.4,STORM,3,8,37.5
35,11,20,16,4,4,76.2,16.6,STORM,3,8,37.5
36,12,20,16,4,4,76.1,13.6,STORM,4,8,50.0
37,13,19,15,4,4,74.2,11.5,STORM,8,8,100.0
38,14,17,13,4,4,66.4,5.9,STORM,8,8,100.0
39,15,17,13,4,4,57.6,8.1,STORM,8,8,100.0
40,16,11,8,3,0,20.9,8.5,STORM,6,8,75.0
41,17,11,8,3,0,11.3,7.1,DROUGHT,6,8,75.0
42,18,11,8,3,0,7.8,8.1,DROUGHT,2,8,25.0
43,19,11,8,3,0,9.6,9.1,DROUGHT,0,8,0.0
44,20,11,8,3,0,13.6,10.1,DROUGHT,0,8,0.0
45,21,11,8,3,0,17.6,11.1,DROUGHT,0,8,0.0
46,22,11,8,3,0,21.6,12.1,DROUGHT,0,8,0.0
47,23,11,8,3,0,25.6,13.1,DROUGHT,0,8,0.0
48,0,11,8,3,0,29.6,14.1,DROUGHT,0,8,0.0
49,1,11,8,3,0,33.6,15.1,DROUGHT,0,8,0.0
50,2,11,8,3,0,37.6,16.1,DROUGHT,0,8,0.0
51,3,11,8,3,0,41.6,17.1,DROUGHT,0,8,0.0
52,4,11,8,3,0,45.6,18.1,DROUGHT,0,8,0.0
53,5,11,8,3,0,49.6,19.1,DROUGHT,0,8,0.0
54,6,11,8,3,0,53.6,5.7,DROUGHT,0,8,0.0
55,7,11,8,3,0,57.6,6.0,DROUGHT,0,8,0.0
56,8,11,8,3,0,61.6,6.3,DROUGHT,3,8,37.5
57,9,11,8,3,0,58.8,6.5,DROUGHT,3,8,37.5
58,10,11,8,3,0,56.0,6.8,DROUGHT,3,8,37.5
59,11,11,8,3,0,53.2,7.1,DROUGHT,3,8,37.5
60,12,11,8,3,0,53.1,7.4,DROUGHT,0,8,0.0
61,13,11,8,3,0,56.1,8.2,STORM,0,8,0.0
62,14,11,8,3,0,59.1,9.0,STORM,0,8,0.0
63,15,11,8,3,0,62.1,9.8,STORM,0,8,0.0
64,16,11,8,3,0,65.1,10.6,STORM,2,8,25.0
65,17,11,8,3,0,63.5,12.0,STORM,2,8,25.0
66,18,11,8,3,0,62.0,13.9,STORM,2,8,25.0
67,19,11,8,3,0,60.5,14.7,STORM,4,8,50.0
68,20,11,8,3,0,54.4,16.6,STORM,6,8,75.0
69,21,11,8,3,0,47.0,19.1,STORM,4,8,50.0
70,22,11,8,3,0,40.9,21.5,STORM,6,8,75.0
71,23,9,6,3,0,20.1,29.3,STORM,4,8,50.0
72,0,9,6,3,0,15.8,32.3,STORM,2,8,25.0
73,1,9,6,3,0,16.3,35.3,STORM,0,8,0.0
74,2,9,6,3,0,19.3,38.3,STORM,0,8,0.0
75,3,9,6,3,0,22.3,41.3,STORM,0,8,0.0
76,4,9,6,3,0,25.3,44.3,STORM,0,8,0.0
77,5,9,6,3,0,28.3,47.3,STORM,0,8,0.0
78,6,7,4,3,0,34.3,11.4,STORM,0,8,0.0
79,7,6,3,3,0,40.5,1.0,STORM,0,8,0.0
80,8,6,3,3,0,43.5,2.5,STORM,0,8,0.0
81,9,6,3,3,0,45.5,3.0,CLEAR,0,8,0.0
82,10,6,3,3,0,47.5,3.5,CLEAR,0,8,0.0
83,11,6,3,3,0,49.5,4.0,CLEAR,0,8,0.0
84,12,6,3,3,0,51.5,4.5,CLEAR,0,8,0.0
85,13,6,3,3,0,53.5,5.0,CLEAR,2,8,25.0
86,14,6,3,3,0,47.2,5.5,CLEAR,2,8,25.0
87,15,6,3,3,0,40.8,6.0,CLEAR,2,8,25.0
88,16,6,3,3,0,34.5,6.5,CLEAR,2,8,25.0
89,17,6,3,3,0,35.5,7.0,CLEAR,1,8,12.5
90,18,6,3,3,0,33.3,8.0,CLEAR,1,8,12.5
91,19,6,3,3,0,31.2,9.0,CLEAR,1,8,12.5
92,20,6,3,3,0,29.0,10.0,CLEAR,1,8,12.5
93,21,6,3,3,0,29.2,11.0,CLEAR,0,8,0.0
94,22,6,3,3,0,31.2,12.0,CLEAR,0,8,0.0
95,23,6,3,3,0,33.2,13.0,CLEAR,0,8,0.0
96,0,6,3,3,0,35.2,14.0,CLEAR,0,8,0.0
97,1,6,3,3,0,37.2,15.0,CLEAR,0,8,0.0
98,2,6,3,3,0,39.2,16.0,CLEAR,0,8,0.0
99,3,6,3,3,0,41.2,17.0,CLEAR,0,8,0.0
