tick,hour,alive_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,weather,hole_drinkers,hole_capacity,hole_utilization_pct
34,10,20,16,4,4,54.0,7.8,RAIN,0,8,0.0
35,11,20,16,4,4,55.0,8.2,RAIN,0,8,0.0
36,12,20,16,4,4,56.0,8.6,RAIN,0,8,0.0
37,13,20,16,4,4,57.0,9.0,RAIN,0,8,0.0
38,14,20,16,4,4,58.0,9.4,RAIN,0,8,0.0
39,15,20,16,4,4,59.0,9.8,RAIN,0,8,0.0
40,16,20,16,4,4,60.0,10.2,RAIN,0,8,0.0
41,17,20,16,4,4,63.0,11.4,STORM,0,8,0.0
42,18,20,16,4,4,66.0,11.0,STORM,0,8,0.0
43,19,20,16,4,4,69.0,13.4,STORM,0,8,0.0
44,20,20,16,4,4,72.0,15.8,STORM,0,8,0.0
45,21,20,16,4,4,75.0,18.2,STORM,0,8,0.0
46,22,20,16,4,4,78.0,20.6,STORM,0,8,0.0
47,23,20,16,4,4,81.0,23.0,STORM,0,8,0.0
48,0,20,16,4,4,84.0,25.4,STORM,1,8,12.5
49,1,20,16,4,4,85.8,13.4,STORM,3,8,37.5
50,2,20,16,4,4,85.0,14.0,STORM,3,8,37.5
51,3,20,16,4,4,84.2,14.6,STORM,5,8,62.5
52,4,20,16,4,4,81.2,15.3,STORM,8,8,100.0
53,5,19,15,4,4,75.6,13.1,STORM,8,8,100.0
54,6,6,2,4,1,23.8,16.2,STORM,3,8,37.5
55,7,6,2,4,1,14.3,19.2,STORM,3,8,37.5
56,8,6,2,4,1,7.7,22.2,STORM,2,8,25.0
57,9,5,1,4,1,8.4,9.0,STORM,0,8,0.0
58,10,5,1,4,1,11.4,12.0,STORM,0,8,0.0
59,11,5,1,4,1,14.4,15.0,STORM,0,8,0.0
60,12,5,1,4,1,17.4,18.0,STORM,0,8,0.0
61,13,5,1,4,1,21.4,19.0,DROUGHT,0,8,0.0
62,14,5,1,4,1,25.4,20.0,DROUGHT,0,8,0.0
63,15,5,1,4,1,29.4,21.0,DROUGHT,0,8,0.0
64,16,5,1,4,1,33.4,22.0,DROUGHT,0,8,0.0
65,17,5,1,4,1,37.4,23.0,DROUGHT,0,8,0.0
66,18,5,1,4,1,41.4,18.0,DROUGHT,0,8,0.0
67,19,5,1,4,1,45.4,18.8,DROUGHT,0,8,0.0
68,20,5,1,4,1,49.4,19.6,DROUGHT,0,8,0.0
69,21,5,1,4,1,53.4,20.4,DROUGHT,0,8,0.0
70,22,5,1,4,1,57.4,21.2,DROUGHT,0,8,0.0
71,23,5,1,4,1,61.4,22.0,DROUGHT,0,8,0.0
72,0,5,1,4,1,65.4,22.8,DROUGHT,0,8,0.0
73,1,5,1,4,1,69.4,23.6,DROUGHT,0,8,0.0
74,2,5,1,4,1,73.4,24.4,DROUGHT,1,8,12.5
75,3,5,1,4,1,72.4,25.2,DROUGHT,1,8,12.5
76,4,5,1,4,1,71.4,26.0,DROUGHT,1,8,12.5
77,5,5,1,4,1,70.4,26.8,DROUGHT,2,8,25.0
78,6,5,1,4,1,65.2,27.8,DROUGHT,2,8,25.0
79,7,5,1,4,1,59.2,28.8,DROUGHT,3,8,37.5
80,8,5,1,4,1,48.2,29.2,DROUGHT,3,8,37.5
81,9,5,1,4,1,35.2,30.0,CLEAR,3,8,37.5
82,10,5,1,4,1,26.2,30.8,CLEAR,2,8,25.0
83,11,5,1,4,1,22.2,31.6,CLEAR,1,8,12.5
84,12,5,1,4,1,19.2,32.6,CLEAR,1,8,12.5
85,13,5,1,4,1,16.2,33.6,CLEAR,1,8,12.5
86,14,5,1,4,1,13.2,34.6,CLEAR,1,8,12.5
87,15,5,1,4,1,10.2,35.6,CLEAR,1,8,12.5
88,16,5,1,4,1,11.2,36.6,CLEAR,0,8,0.0
89,17,5,1,4,1,13.2,37.6,CLEAR,0,8,0.0
90,18,5,1,4,1,15.2,37.2,CLEAR,0,8,0.0
91,19,5,1,4,1,17.2,38.0,CLEAR,0,8,0.0
92,20,5,1,4,1,19.2,38.8,CLEAR,0,8,0.0
93,21,5,1,4,1,21.2,39.6,CLEAR,0,8,0.0
94,22,5,1,4,1,23.2,40.4,CLEAR,0,8,0.0
95,23,5,1,4,1,25.2,41.2,CLEAR,0,8,0.0
96,0,5,1,4,1,27.2,42.0,CLEAR,0,8,0.0
97,1,5,1,4,1,29.2,42.8,CLEAR,0,8,0.0
98,2,5,1,4,1,31.2,43.6,CLEAR,0,8,0.0
99,3,5,1,4,1,33.2,44.4,CLEAR,0,8,0.0
100,4,5,1,4,1,35.2,45.2,CLEAR,0,8,0.0
101,5,5,1,4,1,36.2,46.0,RAIN,0,8,0.0
102,6,5,1,4,1,37.2,47.0,RAIN,0,8,0.0
103,7,5,1,4,1,38.2,48.0,RAIN,0,8,0.0
104,8,4,0,4,0,42.0,45.0,RAIN,0,8,0.0
105,9,4,0,4,0,43.0,46.0,RAIN,0,8,0.0
106,10,4,0,4,0,44.0,47.0,RAIN,0,8,0.0
107,11,4,0,4,0,45.0,48.0,RAIN,0,8,0.0
108,12,4,0,4,0,46.0,49.0,RAIN,0,8,0.0
109,13,4,0,4,0,47.0,50.0,RAIN,0,8,0.0
110,14,4,0,4,0,48.0,51.0,RAIN,0,8,0.0
111,15,4,0,4,0,49.0,52.0,RAIN,0,8,0.0
112,16,4,0,4,0,50.0,53.0,RAIN,0,8,0.0
113,17,4,0,4,0,51.0,54.0,RAIN,0,8,0.0
114,18,4,0,4,0,52.0,55.0,RAIN,0,8,0.0
115,19,4,0,4,0,53.0,56.0,RAIN,0,8,0.0
116,20,4,0,4,0,54.0,57.0,RAIN,0,8,0.0
117,21,4,0,4,0,55.0,58.0,RAIN,0,8,0.0
118,22,4,0,4,0,56.0,59.0,RAIN,0,8,0.0
119,23,4,0,4,0,57.0,60.0,RAIN,0,8,0.0
120,0,4,0,4,0,58.0,61.0,RAIN,0,8,0.0
121,1,4,0,4,0,61.0,64.0,STORM,0,8,0.0
122,2,4,0,4,0,64.0,67.0,STORM,0,8,0.0
123,3,4,0,4,0,67.0,70.0,STORM,1,8,12.5
124,4,4,0,4,0,63.8,73.0,STORM,1,8,12.5
125,5,4,0,4,0,60.5,76.0,STORM,2,8,25.0
126,6,4,0,4,0,51.0,79.0,STORM,2,8,25.0
127,7,3,0,3,0,59.0,75.3,STORM,2,8,25.0
128,8,2,0,2,0,65.5,66.5,STORM,1,8,12.5
129,9,2,0,2,0,56.0,69.5,STORM,2,8,25.0
130,10,2,0,2,0,34.0,72.5,STORM,2,8,25.0
131,11,1,0,1,0,0.0,49.0,STORM,0,8,0.0
132,12,1,0,1,0,3.0,52.0,STORM,0,8,0.0
133,13,1,0,1,0,6.0,55.0,STORM,0,8,0.0
134,14,1,0,1,0,9.0,58.0,STORM,0,8,0.0
135,15,1,0,1,0,12.0,61.0,STORM,0,8,0.0
136,16,1,0,1,0,15.0,64.0,STORM,0,8,0.0
137,17,1,0,1,0,18.0,67.0,STORM,0,8,0.0
138,18,1,0,1,0,21.0,70.0,STORM,0,8,0.0
139,19,1,0,1,0,24.0,73.0,STORM,0,8,0.0
140,20,1,0,1,0,27.0,76.0,STORM,0,8,0.0
141,21,1,0,1,0,31.0,77.0,DROUGHT,0,8,0.0
142,22,1,0,1,0,35.0,78.0,DROUGHT,0,8,0.0
143,23,1,0,1,0,39.0,79.0,DROUGHT,0,8,0.0
144,0,1,0,1,0,43.0,80.0,DROUGHT,0,8,0.0
145,1,1,0,1,0,47.0,81.0,DROUGHT,0,8,0.0
146,2,1,0,1,0,51.0,82.0,DROUGHT,0,8,0.0
147,3,1,0,1,0,55.0,83.0,DROUGHT,0,8,0.0
148,4,1,0,1,0,59.0,84.0,DROUGHT,0,8,0.0
149,5,1,0,1,0,63.0,85.0,DROUGHT,0,8,0.0
150,6,1,0,1,0,67.0,86.0,DROUGHT,0,8,0.0
151,7,1,0,1,0,71.0,87.0,DROUGHT,0,8,0.0
152,8,1,0,1,0,75.0,88.0,DROUGHT,0,8,0.0
153,9,1,0,1,0,79.0,89.0,DROUGHT,0,8,0.0
154,10,1,0,1,0,83.0,90.0,DROUGHT,0,8,0.0
155,11,1,0,1,0,87.0,91.0,DROUGHT,1,8,12.5
156,12,1,0,1,0,66.0,92.0,DROUGHT,1,8,12.5
157,13,1,0,1,0,45.0,93.0,DROUGHT,1,8,12.5
158,14,1,0,1,0,24.0,94.0,DROUGHT,1,8,12.5
159,15,1,0,1,0,3.0,95.0,DROUGHT,1,8,12.5
160,16,1,0,1,0,0.0,96.0,DROUGHT,0,8,0.0
161,17,1,0,1,0,3.0,99.0,STORM,0,8,0.0
162,18,0,0,0,0,0,0,STORM,0,8,0.0
163,19,0,0,0,0,0,0,STORM,0,8,0.0
164,20,0,0,0,0,0,0,STORM,0,8,0.0
165,21,0,0,0,0,0,0,STORM,0,8,0.0
166,22,0,0,0,0,0,0,STORM,0,8,0.0
167,23,0,0,0,0,0,0,STORM,0,8,0.0
168,0,0,0,0,0,0,0,STORM,0,8,0.0
169,1,0,0,0,0,0,0,STORM,0,8,0.0
170,2,0,0,0,0,0,0,STORM,0,8,0.0
171,3,0,0,0,0,0,0,STORM,0,8,0.0
172,4,0,0,0,0,0,0,STORM,0,8,0.0
173,5,0,0,0,0,0,0,STORM,0,8,0.0
174,6,0,0,0,0,0,0,STORM,0,8,0.0
175,7,0,0,0,0,0,0,STORM,0,8,0.0
176,8,0,0,0,0,0,0,STORM,0,8,0.0
177,9,0,0,0,0,0,0,STORM,0,8,0.0
178,10,0,0,0,0,0,0,STORM,0,8,0.0
179,11,0,0,0,0,0,0,STORM,0,8,0.0
180,12,0,0,0,0,0,0,STORM,0,8,0.0
181,13,0,0,0,0,0,0,DROUGHT,0,8,0.0
182,14,0,0,0,0,0,0,DROUGHT,0,8,0.0
183,15,0,0,0,0,0,0,DROUGHT,0,8,0.0
184,16,0,0,0,0,0,0,DROUGHT,0,8,0.0
185,17,0,0,0,0,0,0,DROUGHT,0,8,0.0
186,18,0,0,0,0,0,0,DROUGHT,0,8,0.0
187,19,0,0,0,0,0,0,DROUGHT,0,8,0.0
188,20,0,0,0,0,0,0,DROUGHT,0,8,0.0
189,21,0,0,0,0,0,0,DROUGHT,0,8,0.0
190,22,0,0,0,0,0,0,DROUGHT,0,8,0.0
191,23,0,0,0,0,0,0,DROUGHT,0,8,0.0
192,0,0,0,0,0,0,0,DROUGHT,0,8,0.0
193,1,0,0,0,0,0,0,DROUGHT,0,8,0.0
194,2,0,0,0,0,0,0,DROUGHT,0,8,0.0
195,3,0,0,0,0,0,0,DROUGHT,0,8,0.0
196,4,0,0,0,0,0,0,DROUGHT,0,8,0.0
197,5,0,0,0,0,0,0,DROUGHT,0,8,0.0
198,6,0,0,0,0,0,0,DROUGHT,0,8,0.0
199,7,0,0,0,0,0,0,DROUGHT,0,8,0.0
200,8,0,0,0,0,0,0,CLEAR,0,8,0.0
201,9,0,0,0,0,0,0,CLEAR,0,8,0.0
202,10,0,0,0,0,0,0,CLEAR,0,8,0.0
203,11,0,0,0,0,0,0,CLEAR,0,8,0.0
204,12,0,0,0,0,0,0,CLEAR,0,8,0.0
205,13,0,0,0,0,0,0,CLEAR,0,8,0.0
206,14,0,0,0,0,0,0,CLEAR,0,8,0.0
207,15,0,0,0,0,0,0,CLEAR,0,8,0.0
208,16,0,0,0,0,0,0,CLEAR,0,8,0.0
209,17,0,0,0,0,0,0,CLEAR,0,8,0.0
210,18,0,0,0,0,0,0,CLEAR,0,8,0.0
211,19,0,0,0,0,0,0,CLEAR,0,8,0.0
212,20,0,0,0,0,0,0,CLEAR,0,8,0.0
213,21,0,0,0,0,0,0,CLEAR,0,8,0.0
214,22,0,0,0,0,0,0,CLEAR,0,8,0.0
215,23,0,0,0,0,0,0,CLEAR,0,8,0.0
216,0,0,0,0,0,0,0,CLEAR,0,8,0.0
217,1,0,0,0,0,0,0,CLEAR,0,8,0.0
218,2,0,0,0,0,0,0,CLEAR,0,8,0.0
219,3,0,0,0,0,0,0,CLEAR,0,8,0.0
220,4,0,0,0,0,0,0,RAIN,0,8,0.0
221,5,0,0,0,0,0,0,RAIN,0,8,0.0
222,6,0,0,0,0,0,0,RAIN,0,8,0.0
223,7,0,0,0,0,0,0,RAIN,0,8,0.0
224,8,0,0,0,0,0,0,RAIN,0,8,0.0
225,9,0,0,0,0,0,0,RAIN,0,8,0.0
226,10,0,0,0,0,0,0,RAIN,0,8,0.0
227,11,0,0,0,0,0,0,RAIN,0,8,0.0
228,12,0,0,0,0,0,0,RAIN,0,8,0.0
229,13,0,0,0,0,0,0,RAIN,0,8,0.0
230,14,0,0,0,0,0,0,RAIN,0,8,0.0
231,15,0,0,0,0,0,0,RAIN,0,8,0.0
232,16,0,0,0,0,0,0,RAIN,0,8,0.0
233,17,0,0,0,0,0,0,RAIN,0,8,0.0
234,18,0,0,0,0,0,0,RAIN,0,8,0.0
235,19,0,0,0,0,0,0,RAIN,0,8,0.0
236,20,0,0,0,0,0,0,RAIN,0,8,0.0
237,21,0,0,0,0,0,0,RAIN,0,8,0.0
238,22,0,0,0,0,0,0,RAIN,0,8,0.0
239,23,0,0,0,0,0,0,RAIN,0,8,0.0
